path,top_level,kind,lifecycle,workflow,proposed_action,risk,confidence,duplicate_group,rationale,human_decision,human_notes
eascii/easummary_arabic.tsv,eascii,text,generated-report,unicode-audit,mark-generated,low,high,,generated Unicode summary,mark-generated,
eascii/easummary_cyrillic.tsv,eascii,text,generated-report,unicode-audit,mark-generated,low,high,,generated Unicode summary,mark-generated,
eascii/easummary_greek.tsv,eascii,text,generated-report,unicode-audit,mark-generated,low,high,,generated Unicode summary,mark-generated,
eascii/easummary_meta.py,eascii,python-script,active-core,unicode-audit,test-and-package,low,high,,repeatable Unicode audit workflow,test-and-package,
eascii/easummary_meta.tsv,eascii,text,generated-report,unicode-audit,mark-generated,low,high,,generated Unicode summary,mark-generated,
eascii/readme.txt,eascii,documentation-or-report,active-core,unicode-audit,harden-ops,low,high,,repeatable Unicode audit workflow,harden-ops,
eascii/redo_all.sh,eascii,shell-script,active-core,unicode-audit,harden-ops,low,high,,repeatable Unicode audit workflow,harden-ops,
eascii/redo_one.sh,eascii,shell-script,active-core,unicode-audit,harden-ops,low,high,,repeatable Unicode audit workflow,harden-ops,
enhancements/autocomplete/hw1.txt,enhancements,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,medium,,enhancement experiment outside shared code,archive-no-refactor,
enhancements/autocomplete/hw11.txt,enhancements,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,medium,dup-016,enhancement experiment outside shared code,archive-no-refactor,
enhancements/autocomplete/listsanhw1.py,enhancements,python-script,prototype,issue-repair,promote-or-sunset,low,medium,,enhancement experiment outside shared code,promote-or-sunset,
enhancements/code/cp1252_utf8.py,enhancements,python-script,active-core,corrections,test-and-package,low,high,,shared enhancement/correction utility,test-and-package,
enhancements/code/dictionary_init.sh,enhancements,shell-script,active-ops,corrections,harden-ops,high,high,,shared enhancement/correction utility; downloads and unpacks external artifacts,harden-ops,
enhancements/code/readme.md,enhancements,documentation-or-report,active-core,corrections,harden-ops,low,high,,shared enhancement/correction utility,harden-ops,
enhancements/code/scanparse.py,enhancements,python-script,active-core,corrections,test-and-package,low,high,,shared enhancement/correction utility,test-and-package,
enhancements/code/unicode_dump.py,enhancements,python-script,active-core,corrections,test-and-package,low,high,,shared enhancement/correction utility,test-and-package,
enhancements/code/updateByLine.py,enhancements,python-script,active-core,corrections,consolidate-shared,medium,high,dup-015,shared enhancement/correction utility; duplicate Python file in dup-015,consolidate-shared,
enhancements/code/updateByLine_python2.py,enhancements,python-script,legacy-python2,corrections,port-or-retire,high,high,,shared enhancement/correction utility; explicit Python 2 variant; SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?,port-or-retire,
enhancements/code/utf8_cp1252.py,enhancements,python-script,active-core,corrections,test-and-package,low,high,,shared enhancement/correction utility,test-and-package,
enhancements/code/xmlvalidate.py,enhancements,python-script,active-core,corrections,test-and-package,low,high,,shared enhancement/correction utility,test-and-package,
enhancements/issue10/hw11.txt,enhancements,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,medium,dup-016,enhancement experiment outside shared code,archive-no-refactor,
enhancements/issue10/hw1list.py,enhancements,python-script,prototype,issue-repair,promote-or-sunset,low,medium,,enhancement experiment outside shared code,promote-or-sunset,
enhancements/issue10/levenshtein.py,enhancements,python-script,legacy-python2,issue-repair,port-or-retire,high,medium,,enhancement experiment outside shared code; SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?,port-or-retire,
enhancements/issue10/suggest.py,enhancements,python-script,legacy-python2,issue-repair,port-or-retire,high,medium,,enhancement experiment outside shared code; SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?,port-or-retire,
iast/install_local.sh,iast,shell-script,active-ops,transliteration,harden-ops,medium,high,,local install/update helper,harden-ops,
iast/readme.txt,iast,documentation-or-report,active-core,transliteration,test-and-package,medium,high,,canonical transliteration mapping or validator,test-and-package,
iast/roman_slp1.xml,iast,xml-data,active-core,transliteration,test-and-package,medium,high,,canonical transliteration mapping or validator,test-and-package,
iast/slp1_iast.py,iast,python-script,active-core,transliteration,test-and-package,high,high,,canonical transliteration mapping or validator,test-and-package,
iast/slp1_iast.txt,iast,documentation-or-report,generated-report,transliteration,mark-generated,low,high,,generated transliteration report,mark-generated,
iast/slp1_roman.xml,iast,xml-data,active-core,transliteration,test-and-package,medium,high,,canonical transliteration mapping or validator,test-and-package,
iast/transcoder.py,iast,python-script,active-core,transliteration,test-and-package,high,high,,canonical transliteration mapping or validator,test-and-package,
issues/407/changes/change_css.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_inm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_krm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_lan.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_mci.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_pui.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/change_pw.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/diff_to_changes_dict.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/changes/updateByLine.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-009,issue-specific historical workspace; duplicate Python file in dup-009; leave archival copy unless migrating future work,archive-no-refactor,
issues/407/count.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/count.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/count1.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/count1.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_acc.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_bhs.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_bop.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_bur.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_cae.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_ccs.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_gra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_inm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_krm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_lan.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_mci.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_mw.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_pui.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_pw.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_pwg.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_pwkvn.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_sch.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details/details_stc.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_acc.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_bhs.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_bop.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_bur.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_cae.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_ccs.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_gra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_inm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_krm.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_lan.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_mci.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_mw.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_pui.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_pw.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_pwg.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_pwkvn.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_sch.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/details1/details1_stc.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/407/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/acc_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/acc_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/acc_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/acc_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue422/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue422/frontback.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-003,issue-specific historical workspace; duplicate Python file in dup-003; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue422/info_end.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-004,issue-specific historical workspace; duplicate Python file in dup-004; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue422/infotag.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-005,issue-specific historical workspace; duplicate Python file in dup-005; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue422/infotag_attr.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue422/infotag_notend.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue422/middle.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-006,issue-specific historical workspace; duplicate Python file in dup-006; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue422/readme.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue423/ap90_back.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,dup-001,issue-specific historical workspace,archive-no-refactor,
issues/issue423/ap90_front.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue423/ap90_hwextra.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue423/ap90_middle.txt,issues,documentation-or-report,archival-issue,issue-repair,archive-no-refactor,low,high,,issue-specific historical workspace,archive-no-refactor,
issues/issue423/convert_hwextra_lbody.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-017,issue-specific historical workspace; duplicate Python file in dup-017; leave archival copy unless migrating future work,archive-no-refactor,
issues/issue423/digentry.py,issues,python-script,archival-issue,issue-repair,archive-no-refactor,low,high,dup-002,issue-specific historical workspace; duplicate Python file in dup-002; leave archival copy unless migrating future work,archive-no-refactor,
